[2026-05-09T19:28:07.709Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=99.9 tick_age=0.1s coverage=100% latency=0ms
[2026-05-09T19:28:12.533Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.534Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:12.638Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.639Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:12.663Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.663Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:12.667Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.667Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:12.685Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.686Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:12.767Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.768Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:12.855Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.857Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:12.902Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.903Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:12.920Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.921Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:12.945Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.946Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:12.966Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.970Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:12.986Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.987Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:12.990Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:12.991Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.023Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.025Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.056Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.058Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.116Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.117Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.267Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.267Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.313Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.319Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.323Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.324Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.338Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.339Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.397Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.398Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.416Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.430Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.606Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.607Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.6s coverage=100% latency=0ms
[2026-05-09T19:28:13.821Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.822Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.4s coverage=100% latency=0ms
[2026-05-09T19:28:13.838Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.838Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.4s coverage=100% latency=0ms
[2026-05-09T19:28:13.846Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.847Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.5s coverage=100% latency=0ms
[2026-05-09T19:28:13.858Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.859Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.5s coverage=100% latency=0ms
[2026-05-09T19:28:13.873Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.874Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.5s coverage=100% latency=0ms
[2026-05-09T19:28:13.884Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.887Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.5s coverage=100% latency=0ms
[2026-05-09T19:28:13.893Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.894Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.6s coverage=100% latency=0ms
[2026-05-09T19:28:13.899Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.900Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:13.908Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.909Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:13.911Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.911Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:13.926Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.926Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.959Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.960Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.967Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.967Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:13.970Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:13.971Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.101Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.106Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.112Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.113Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.115Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.116Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.173Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.174Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.192Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.194Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.200Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.201Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.236Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.238Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.251Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.252Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.254Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.255Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.270Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.270Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.272Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.273Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.284Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.285Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.287Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.287Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.301Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.302Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.319Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.320Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.520Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.521Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.541Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.542Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.586Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.587Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.602Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.603Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.808Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.808Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.830Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.832Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.860Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.861Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.926Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.927Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:14.951Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:14.951Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:15.082Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.082Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:15.183Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.184Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:15.202Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.203Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:15.635Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.636Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.4s coverage=100% latency=0ms
[2026-05-09T19:28:15.637Z] DEBUG    | scan_controller                | [SCAN-CTRL] Heartbeat — scanning active (can_trade=True, safe_mode=False)
[2026-05-09T19:28:15.639Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.640Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.4s coverage=100% latency=0ms
[2026-05-09T19:28:15.644Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.646Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.4s coverage=100% latency=0ms
[2026-05-09T19:28:15.657Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.659Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.4s coverage=100% latency=0ms
[2026-05-09T19:28:15.664Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.664Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.4s coverage=100% latency=0ms
[2026-05-09T19:28:15.670Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.671Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.5s coverage=100% latency=0ms
[2026-05-09T19:28:15.674Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.675Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.5s coverage=100% latency=0ms
[2026-05-09T19:28:15.694Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.704Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.5s coverage=100% latency=0ms
[2026-05-09T19:28:15.734Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.735Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.5s coverage=100% latency=0ms
[2026-05-09T19:28:15.763Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.765Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.5s coverage=100% latency=0ms
[2026-05-09T19:28:15.773Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.775Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.6s coverage=100% latency=0ms
[2026-05-09T19:28:15.783Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.784Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:15.792Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.793Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:15.796Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.797Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:15.813Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.815Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:15.816Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.817Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:15.824Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.825Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:15.826Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.828Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:15.831Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.832Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:15.844Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.846Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:15.864Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.865Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:15.868Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.869Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:15.877Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.877Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:15.894Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.904Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:15.907Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.908Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:15.914Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.921Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:15.923Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.924Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:15.937Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:15.937Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:15.941Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:16.003Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
[2026-05-09T19:28:16.033Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:16.034Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:16.104Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:16.106Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:16.110Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:16.111Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:16.122Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:16.127Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:16.130Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:16.131Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:16.143Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:16.176Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:16.181Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:16.182Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:16.204Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:16.207Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:16.221Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:16.222Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:16.224Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:16.226Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.7s coverage=100% latency=0ms
[2026-05-09T19:28:16.229Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-09T19:28:16.230Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-0.8s coverage=100% latency=0ms
