[2026-05-19T20:28:26.709Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.3s coverage=100% latency=0ms
[2026-05-19T20:28:32.158Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.159Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.163Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.165Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.252Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.254Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.287Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.289Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.327Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.329Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.436Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.438Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.443Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.444Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.447Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.454Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.458Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.459Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.461Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.462Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.466Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.469Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.473Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.474Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:32.549Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.570Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.698Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.706Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:32.910Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:32.912Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:33.496Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:33.502Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:33.505Z] DEBUG    | scan_controller                | [SCAN-CTRL] Heartbeat — scanning active (can_trade=True, safe_mode=False)
[2026-05-19T20:28:33.512Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:33.514Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:33.572Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:33.574Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:33.597Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:33.604Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:33.666Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:33.668Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:34.641Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:34.642Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:34.845Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:34.847Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:34.906Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:34.908Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:34.912Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:34.914Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:34.925Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:34.927Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:34.930Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:34.937Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:34.944Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:34.946Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:34.955Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:34.956Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:34.959Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:34.962Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:35.017Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.019Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:35.123Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.125Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.145Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.146Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.189Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.191Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.271Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.273Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.341Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.343Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.417Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.421Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.502Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.504Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.516Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.518Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.560Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.562Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.581Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.583Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.693Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.707Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.724Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.727Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.815Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.817Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.827Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.828Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:35.980Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:35.983Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:36.065Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:36.068Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:36.151Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:36.153Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:36.288Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:36.291Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:36.677Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:36.686Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:36.779Z] DEBUG    | equity_snapshot                | [EQUITY-SNAPSHOT] saved equity=935.9051 trades=203 ts=2026-05-19T14:58:36Z
[2026-05-19T20:28:36.947Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:36.949Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:37.122Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.127Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:37.133Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.133Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:37.181Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.183Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:37.210Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.210Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:37.221Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.222Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.9s coverage=100% latency=0ms
[2026-05-19T20:28:37.239Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.240Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:37.256Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.258Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:37.314Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.315Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:37.336Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.338Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:37.346Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.349Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:37.366Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.368Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:37.376Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.380Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:37.382Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.384Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:37.388Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.393Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:37.395Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.397Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.8s coverage=100% latency=0ms
[2026-05-19T20:28:37.428Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.432Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.7s coverage=100% latency=0ms
[2026-05-19T20:28:37.462Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.465Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.7s coverage=100% latency=0ms
[2026-05-19T20:28:37.468Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.471Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.7s coverage=100% latency=0ms
[2026-05-19T20:28:37.562Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.564Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.571Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.577Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.579Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.580Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.591Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.596Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.602Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.605Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.648Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.649Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.664Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.665Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.676Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.677Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.704Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.705Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.740Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.741Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.753Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.755Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.758Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.762Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.764Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.765Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.767Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.769Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.770Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.772Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.6s coverage=100% latency=0ms
[2026-05-19T20:28:37.785Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.786Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.798Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.800Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.802Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.803Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.807Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.810Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.812Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.814Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.816Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.817Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.819Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.829Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.831Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.832Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.845Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.847Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.849Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.853Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.860Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.862Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.5s coverage=100% latency=0ms
[2026-05-19T20:28:37.903Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.905Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.4s coverage=100% latency=0ms
[2026-05-19T20:28:37.914Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.915Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.4s coverage=100% latency=0ms
[2026-05-19T20:28:37.948Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.949Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.4s coverage=100% latency=0ms
[2026-05-19T20:28:37.964Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.964Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.4s coverage=100% latency=0ms
[2026-05-19T20:28:37.994Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:37.995Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.4s coverage=100% latency=0ms
[2026-05-19T20:28:38.003Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:38.010Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.4s coverage=100% latency=0ms
[2026-05-19T20:28:38.014Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:38.016Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.4s coverage=100% latency=0ms
[2026-05-19T20:28:38.020Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:38.022Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.4s coverage=100% latency=0ms
[2026-05-19T20:28:38.023Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
[2026-05-19T20:28:38.025Z] DEBUG    | data_health                    | [DATA-HEALTH] OK score=100.0 tick_age=-1.4s coverage=100% latency=0ms
[2026-05-19T20:28:38.032Z] DEBUG    | indicator_validator            | [INDICATOR-VALIDATOR] OK — 7 checks passed
